CDS,RType,SName,DName,CName,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,Year
30103060126037,S,Samueli Academy,Orange County Department of Education,Orange,106,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30103060132910,S,College and Career Preparatory Academy,Orange County Department of Education,Orange,68,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30103060133959,S,Unity Middle College High,Orange County Department of Education,Orange,24,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30103060133983,S,Ednovate - Legacy College Prep.,Orange County Department of Education,Orange,89,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30103060134239,S,EPIC Charter (Excellence Performance Innovation Citizenship),Orange County Department of Education,Orange,34,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30103060134841,S,Orange County Workforce Innovation High,Orange County Department of Education,Orange,18,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30103063030632,S,OCCS:CHEP/PCHS,Orange County Department of Education,Orange,46,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30664313030038,S,Cypress High,Anaheim Union High,Orange,680,79,26,25,26,25,62,78.48,2019-20
30664313030228,S,Anaheim High,Anaheim Union High,Orange,756,38,18,19,19,19,13,34.21,2019-20
30664313030384,S,Polaris High (Alternative),Anaheim Union High,Orange,43,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30664313030616,S,Oxford Academy,Anaheim Union High,Orange,184,34,30,30,29,28,34,100.00,2019-20
30664313033057,S,Katella High,Anaheim Union High,Orange,646,10,*,*,*,*,*,*,2019-20
30664313033115,S,John F. Kennedy High,Anaheim Union High,Orange,556,48,25,25,24,24,35,72.92,2019-20
30664313033784,S,Loara High,Anaheim Union High,Orange,474,55,19,20,19,19,25,45.45,2019-20
30664313034204,S,Magnolia High,Anaheim Union High,Orange,369,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30664313036712,S,Savanna High,Anaheim Union High,Orange,452,16,19,21,20,21,7,43.75,2019-20
30664313038239,S,Western High,Anaheim Union High,Orange,545,68,22,24,21,22,49,72.06,2019-20
30664493030624,S,Brea Canyon High (Continuation),Brea-Olinda Unified,Orange,37,1,*,*,*,*,*,*,2019-20
30664493030640,S,Brea-Olinda High,Brea-Olinda Unified,Orange,407,78,24,24,25,24,56,71.79,2019-20
30664640106765,S,California Connections Academy Southern California,Capistrano Unified,Orange,683,43,24,25,23,24,26,60.47,2019-20
30664640113381,S,San Juan Hills High,Capistrano Unified,Orange,590,227,26,26,25,25,186,81.94,2019-20
30664640124131,S,California Preparatory Academy,Capistrano Unified,Orange,48,5,*,*,*,*,*,*,2019-20
30664643030210,S,Capistrano Valley High,Capistrano Unified,Orange,550,152,25,26,25,25,123,80.92,2019-20
30664643030574,S,Aliso Niguel High,Capistrano Unified,Orange,778,233,27,26,26,26,194,83.26,2019-20
30664643030756,S,Tesoro High,Capistrano Unified,Orange,645,252,27,27,26,26,219,86.90,2019-20
30664643035987,S,Junipero Serra High,Capistrano Unified,Orange,92,1,*,*,*,*,*,*,2019-20
30664643036001,S,San Clemente High,Capistrano Unified,Orange,726,256,25,25,25,24,205,80.08,2019-20
30664643038569,S,Dana Hills High,Capistrano Unified,Orange,642,181,27,27,26,26,157,86.74,2019-20
30664646120356,S,Opportunities for Learning - Capistrano,Capistrano Unified,Orange,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30665143030335,S,La Sierra High (Alternative),Fullerton Joint Union High,Orange,218,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30665143030855,S,Buena Park High,Fullerton Joint Union High,Orange,408,20,21,22,21,21,11,55.00,2019-20
30665143032505,S,Fullerton Union High,Fullerton Joint Union High,Orange,487,40,25,26,24,23,30,75.00,2019-20
30665143033362,S,La Habra High,Fullerton Joint Union High,Orange,533,33,24,25,24,22,25,75.76,2019-20
30665143037090,S,Sonora High,Fullerton Joint Union High,Orange,410,60,23,24,23,23,38,63.33,2019-20
30665143037348,S,Sunny Hills High,Fullerton Joint Union High,Orange,530,94,27,28,27,26,82,87.23,2019-20
30665143037496,S,Troy High,Fullerton Joint Union High,Orange,635,134,30,30,31,29,128,95.52,2019-20
30665223030434,S,Bolsa Grande High,Garden Grove Unified,Orange,456,48,22,23,23,22,29,60.42,2019-20
30665223032752,S,Garden Grove High,Garden Grove Unified,Orange,536,36,24,24,23,23,29,80.56,2019-20
30665223033578,S,La Quinta High,Garden Grove Unified,Orange,542,65,26,26,26,25,56,86.15,2019-20
30665223033933,S,Los Amigos High,Garden Grove Unified,Orange,419,162,17,19,19,19,39,24.07,2019-20
30665223035581,S,Pacifica High,Garden Grove Unified,Orange,379,35,24,24,25,24,25,71.43,2019-20
30665223035706,S,Rancho Alamitos High,Garden Grove Unified,Orange,415,9,*,*,*,*,*,*,2019-20
30665223036555,S,Santiago High,Garden Grove Unified,Orange,467,54,18,19,21,20,18,33.33,2019-20
30665483030145,S,Ocean View High,Huntington Beach Union High,Orange,286,24,24,24,23,22,13,54.17,2019-20
30665483030368,S,Coast High,Huntington Beach Union High,Orange,110,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30665483031895,S,Edison High,Huntington Beach Union High,Orange,615,100,26,26,25,25,82,82.00,2019-20
30665483032158,S,Fountain Valley High,Huntington Beach Union High,Orange,849,106,26,26,26,26,91,85.85,2019-20
30665483032943,S,Huntington Beach High,Huntington Beach Union High,Orange,704,147,25,25,25,24,111,75.51,2019-20
30665483034410,S,Marina High,Huntington Beach Union High,Orange,560,42,25,26,25,25,32,76.19,2019-20
30665483038445,S,Westminster High,Huntington Beach Union High,Orange,753,47,24,24,24,24,33,70.21,2019-20
30665483038551,S,Valley Vista High (Continuation),Huntington Beach Union High,Orange,227,1,*,*,*,*,*,*,2019-20
30665553033206,S,Laguna Beach High,Laguna Beach Unified,Orange,256,148,29,28,27,27,139,93.92,2019-20
30665970111666,S,Early College High,Newport-Mesa Unified,Orange,51,40,24,23,21,22,26,65.00,2019-20
30665973030186,S,Monte Vista High,Newport-Mesa Unified,Orange,34,1,*,*,*,*,*,*,2019-20
30665973031697,S,Corona del Mar High,Newport-Mesa Unified,Orange,408,300,28,28,25,26,270,90.00,2019-20
30665973031853,S,Costa Mesa High,Newport-Mesa Unified,Orange,284,25,22,22,23,23,16,64.00,2019-20
30665973032000,S,Estancia High,Newport-Mesa Unified,Orange,337,15,22,23,22,23,7,46.67,2019-20
30665973035045,S,Newport Harbor High,Newport-Mesa Unified,Orange,528,232,25,26,24,25,173,74.57,2019-20
30666210118174,S,OUSD Home Sch,Orange Unified,Orange,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30666213030046,S,Canyon High,Orange Unified,Orange,493,85,26,26,24,25,74,87.06,2019-20
30666213031952,S,El Modena High,Orange Unified,Orange,492,24,24,26,23,24,20,83.33,2019-20
30666213035409,S,Orange High,Orange Unified,Orange,406,6,*,*,*,*,*,*,2019-20
30666213038098,S,Villa Park High,Orange Unified,Orange,515,66,27,26,25,25,54,81.82,2019-20
30666470119404,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,439,108,25,26,26,24,87,80.56,2019-20
30666473030053,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,389,59,25,26,25,26,50,84.75,2019-20
30666473030483,S,La Entrada High,Placentia-Yorba Linda Unified,Orange,45,5,*,*,*,*,*,*,2019-20
30666473031929,S,El Dorado High,Placentia-Yorba Linda Unified,Orange,456,61,23,24,24,23,43,70.49,2019-20
30666473031945,S,El Camino Real Continuation High,Placentia-Yorba Linda Unified,Orange,96,1,*,*,*,*,*,*,2019-20
30666473038023,S,Valencia High,Placentia-Yorba Linda Unified,Orange,637,83,29,29,30,28,77,92.77,2019-20
30666476119556,S,Parkview,Placentia-Yorba Linda Unified,Orange,25,3,*,*,*,*,*,*,2019-20
30666700106567,S,Nova Academy Early College High,Santa Ana Unified,Orange,108,22,18,20,18,19,8,36.36,2019-20
30666700108365,S,Segerstrom High,Santa Ana Unified,Orange,618,608,15,16,17,17,96,15.79,2019-20
30666700114736,S,Hector G. Godinez,Santa Ana Unified,Orange,548,42,19,20,20,21,20,47.62,2019-20
30666703030491,S,Century High,Santa Ana Unified,Orange,342,11,*,*,*,*,*,*,2019-20
30666703030608,S,Middle College High,Santa Ana Unified,Orange,188,33,24,24,22,21,22,66.67,2019-20
30666703030723,S,OCSA,Santa Ana Unified,Orange,412,186,29,29,26,27,168,90.32,2019-20
30666703035821,S,Saddleback High,Santa Ana Unified,Orange,307,34,17,18,19,19,12,35.29,2019-20
30666703036357,S,Santa Ana High,Santa Ana Unified,Orange,695,67,17,18,19,17,14,20.90,2019-20
30666703036456,S,Valley High,Santa Ana Unified,Orange,479,96,17,18,19,18,23,23.96,2019-20
30736353030061,S,El Toro High,Saddleback Valley Unified,Orange,570,93,24,25,25,25,71,76.34,2019-20
30736353030244,S,Laguna Hills High,Saddleback Valley Unified,Orange,365,72,27,27,26,26,62,86.11,2019-20
30736353030392,S,Trabuco Hills High,Saddleback Valley Unified,Orange,669,117,25,26,25,25,95,81.20,2019-20
30736353030509,S,SVUSD Virtual Academy (Alternative),Saddleback Valley Unified,Orange,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30736353034956,S,Mission Viejo High,Saddleback Valley Unified,Orange,492,109,25,26,25,25,89,81.65,2019-20
30736430102871,S,Arnold O. Beckman High,Tustin Unified,Orange,678,166,29,28,29,28,150,90.36,2019-20
30736433030590,S,Tustin Connect,Tustin Unified,Orange,30,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
30736433032109,S,Foothill High,Tustin Unified,Orange,612,137,26,27,25,25,113,82.48,2019-20
30736433037553,S,Tustin High,Tustin Unified,Orange,491,152,18,20,20,20,59,38.82,2019-20
30736500133405,S,Portola High,Irvine Unified,Orange,425,117,30,29,29,29,110,94.02,2019-20
30736503030129,S,Creekside High,Irvine Unified,Orange,67,1,*,*,*,*,*,*,2019-20
30736503030152,S,Irvine High,Irvine Unified,Orange,479,102,29,28,28,27,94,92.16,2019-20
30736503030285,S,Woodbridge High,Irvine Unified,Orange,581,152,29,29,28,28,145,95.39,2019-20
30736503030657,S,Northwood High,Irvine Unified,Orange,502,176,30,30,30,29,173,98.30,2019-20
30736503035102,S,University High,Irvine Unified,Orange,542,181,29,28,29,28,164,90.61,2019-20
30739243033917,S,Los Alamitos High,Los Alamitos Unified,Orange,748,262,26,27,25,25,215,82.06,2019-20
30768930130765,S,Magnolia Science Academy Santa Ana,SBE - Magnolia Science Academy Santa Ana,Orange,26,3,*,*,*,*,*,*,2019-20
31668940102293,S,Foresthill High,Placer Union High,Placer,50,3,*,*,*,*,*,*,2019-20
31668940138081,S,Maidu Virtual Charter Academy,Placer Union High,Placer,37,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
31668943131851,S,Colfax High,Placer Union High,Placer,133,19,23,25,23,23,15,78.95,2019-20
31668943132453,S,Del Oro High,Placer Union High,Placer,378,75,25,25,25,24,62,82.67,2019-20
31668943135704,S,Placer High,Placer Union High,Placer,337,50,23,25,23,23,35,70.00,2019-20
31669280116459,S,Antelope High,Roseville Joint Union High,Placer,418,77,21,24,21,22,46,59.74,2019-20
31669280121418,S,John Adams Academy - Roseville,Roseville Joint Union High,Placer,63,19,26,25,24,24,15,78.95,2019-20
31669283130119,S,Independence High (Alternative),Roseville Joint Union High,Placer,93,1,*,*,*,*,*,*,2019-20
31669283130176,S,Woodcreek High,Roseville Joint Union High,Placer,514,94,23,25,23,24,72,76.60,2019-20
31669283130184,S,Granite Bay High,Roseville Joint Union High,Placer,487,171,28,28,27,26,155,90.64,2019-20
31669283135308,S,Oakmont High,Roseville Joint Union High,Placer,476,49,23,25,24,24,39,79.59,2019-20
31669283136504,S,Roseville High,Roseville Joint Union High,Placer,505,95,22,24,22,23,61,64.21,2019-20
31669443130010,S,North Tahoe High,Tahoe-Truckee Unified,Placer,104,30,24,25,25,24,27,90.00,2019-20
31669443138500,S,Tahoe Truckee High,Tahoe-Truckee Unified,Placer,170,35,24,25,24,24,30,85.71,2019-20
31669513130168,S,Horizon Charter,Western Placer Unified,Placer,313,6,*,*,*,*,*,*,2019-20
31669513134657,S,Lincoln High,Western Placer Unified,Placer,473,55,22,25,21,23,34,61.82,2019-20
31750850108084,S,Whitney High,Rocklin Unified,Placer,445,84,24,26,24,24,67,79.76,2019-20
31750850119487,S,Western Sierra Collegiate Academy,Rocklin Unified,Placer,125,34,27,28,25,26,31,91.18,2019-20
31750850128561,S,Rocklin Independent Charter Academy,Rocklin Unified,Placer,43,1,*,*,*,*,*,*,2019-20
31750853130150,S,Rocklin High,Rocklin Unified,Placer,568,140,25,26,25,25,117,83.57,2019-20
32669693230083,S,Plumas Charter,Plumas Unified,Plumas,26,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
32669693232006,S,Chester Junior/Senior High,Plumas Unified,Plumas,23,1,*,*,*,*,*,*,2019-20
32669693235603,S,Portola Junior/Senior High,Plumas Unified,Plumas,43,2,*,*,*,*,*,*,2019-20
32669693236007,S,Quincy Junior/Senior High,Plumas Unified,Plumas,45,8,*,*,*,*,*,*,2019-20
33103300110833,S,River Springs Charter,Riverside County Office of Education,Riverside,223,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33103300128777,S,Gateway College and Career Academy,Riverside County Office of Education,Riverside,59,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33103300134320,S,Leadership Military Academy - Indio,Riverside County Office of Education,Riverside,20,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33103300137836,S,Pivot Charter School Riverside,Riverside County Office of Education,Riverside,23,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33103300138602,S,JCS - Pine Hills,Riverside County Office of Education,Riverside,56,1,*,*,*,*,*,*,2019-20
33316253330834,S,California School for the Deaf-Riverside,California School for the Deaf-Riverside (State Special Schl),Riverside,66,13,*,*,*,*,*,*,2019-20
33669770125732,S,Hillcrest High,Alvord Unified,Riverside,394,16,24,25,24,23,14,87.50,2019-20
33669773330008,S,La Sierra High,Alvord Unified,Riverside,364,36,21,22,21,21,19,52.78,2019-20
33669773334299,S,Norte Vista High,Alvord Unified,Riverside,465,9,*,*,*,*,*,*,2019-20
33669853330214,S,Banning High,Banning Unified,Riverside,212,47,17,18,18,18,12,25.53,2019-20
33669853330222,S,New Horizon High,Banning Unified,Riverside,42,1,*,*,*,*,*,*,2019-20
33669853330974,S,Banning Independent Study,Banning Unified,Riverside,68,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33669930129882,S,21st Century Learning Institute,Beaumont Unified,Riverside,28,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33669933330479,S,Beaumont Senior High,Beaumont Unified,Riverside,655,17,23,24,23,23,10,58.82,2019-20
33670330110627,S,Eleanor Roosevelt High,Corona-Norco Unified,Riverside,1046,96,22,23,22,23,61,63.54,2019-20
33670330110759,S,John F. Kennedy High,Corona-Norco Unified,Riverside,229,20,22,24,21,22,15,75.00,2019-20
33670333330131,S,Corona-Norco Alternative,Corona-Norco Unified,Riverside,67,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33670333330446,S,Centennial High,Corona-Norco Unified,Riverside,753,132,21,22,22,21,72,54.55,2019-20
33670333330586,S,Lee V. Pollard High,Corona-Norco Unified,Riverside,315,1,*,*,*,*,*,*,2019-20
33670333330701,S,Santiago High,Corona-Norco Unified,Riverside,891,145,23,24,23,24,100,68.97,2019-20
33670333331600,S,Corona High,Corona-Norco Unified,Riverside,571,109,18,19,19,19,33,30.28,2019-20
33670333334232,S,Norco High,Corona-Norco Unified,Riverside,448,55,18,20,20,20,21,38.18,2019-20
33670580118885,S,Shadow Hills High,Desert Sands Unified,Riverside,469,18,19,20,19,20,8,44.44,2019-20
33670583330388,S,Palm Desert High,Desert Sands Unified,Riverside,453,62,24,25,22,23,41,66.13,2019-20
33670583330669,S,La Quinta High,Desert Sands Unified,Riverside,572,24,20,21,23,21,12,50.00,2019-20
33670583330909,S,Horizon,Desert Sands Unified,Riverside,47,2,*,*,*,*,*,*,2019-20
33670583333192,S,Indio High,Desert Sands Unified,Riverside,453,21,19,20,18,18,8,38.10,2019-20
33670820106716,S,Hamilton High,Hemet Unified,Riverside,71,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33670820113159,S,Tahquitz High,Hemet Unified,Riverside,361,13,*,*,*,*,*,*,2019-20
33670820120675,S,Western Center Academy,Hemet Unified,Riverside,59,21,27,27,25,26,17,80.95,2019-20
33670823330503,S,Helen Hunt Jackson College Prep High,Hemet Unified,Riverside,70,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33670823330537,S,West Valley High,Hemet Unified,Riverside,395,71,17,19,17,18,15,21.13,2019-20
33670823332673,S,Hemet High,Hemet Unified,Riverside,598,23,21,21,21,21,13,56.52,2019-20
33670900114157,S,Patriot High,Jurupa Unified,Riverside,545,45,21,22,21,22,26,57.78,2019-20
33670903330412,S,Jurupa Valley High,Jurupa Unified,Riverside,394,84,17,19,19,18,20,23.81,2019-20
33670903337136,S,Rubidoux High,Jurupa Unified,Riverside,375,65,17,19,18,18,14,21.54,2019-20
33671160109843,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,111,13,*,*,*,*,*,*,2019-20
33671240128868,S,Moreno Valley Online Academy,Moreno Valley Unified,Riverside,56,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33671243330396,S,Canyon Springs High,Moreno Valley Unified,Riverside,491,110,18,19,18,18,33,30.00,2019-20
33671243330438,S,Valley View High,Moreno Valley Unified,Riverside,568,156,17,18,18,18,37,23.72,2019-20
33671243331071,S,Vista del Lago High,Moreno Valley Unified,Riverside,408,53,17,18,18,17,9,16.98,2019-20
33671243333770,S,Moreno Valley High,Moreno Valley Unified,Riverside,503,30,18,18,17,18,5,16.67,2019-20
33671573331014,S,Nuview Bridge Early College High,Nuview Union,Riverside,140,83,20,20,20,20,30,36.14,2019-20
33671730127316,S,Rancho Mirage High,Palm Springs Unified,Riverside,398,79,19,20,19,20,35,44.30,2019-20
33671730133090,S,Desert Learning Academy,Palm Springs Unified,Riverside,42,1,*,*,*,*,*,*,2019-20
33671733330578,S,Cathedral City High,Palm Springs Unified,Riverside,435,34,21,21,20,20,18,52.94,2019-20
33671733330818,S,Desert Hot Springs High,Palm Springs Unified,Riverside,380,28,16,17,16,17,5,17.86,2019-20
33671733335130,S,Palm Springs High,Palm Springs Unified,Riverside,380,67,17,20,19,18,18,26.87,2019-20
33671810138610,S,Scale Leadership Academy - East,Palo Verde Unified,Riverside,44,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33671813335759,S,Palo Verde High,Palo Verde Unified,Riverside,159,29,18,18,18,18,11,37.93,2019-20
33672070101170,S,California Military Institute,Perris Union High,Riverside,115,4,*,*,*,*,*,*,2019-20
33672070113191,S,Heritage High,Perris Union High,Riverside,646,143,17,18,18,18,33,23.08,2019-20
33672070134981,S,Scholar Plus Online Learning,Perris Union High,Riverside,29,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33672073330727,S,Paloma Valley High,Perris Union High,Riverside,682,31,20,22,21,21,17,54.84,2019-20
33672073335973,S,Perris High,Perris Union High,Riverside,431,118,16,17,18,17,20,16.95,2019-20
33672150115709,S,Riverside Virtual,Riverside Unified,Riverside,16,1,*,*,*,*,*,*,2019-20
33672150131359,S,Riverside STEM Academy,Riverside Unified,Riverside,49,23,28,27,27,25,20,86.96,2019-20
33672150132498,S,Encore High School for the Arts - Riverside,Riverside Unified,Riverside,97,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33672153330024,S,Arlington High,Riverside Unified,Riverside,420,112,18,20,19,19,38,33.93,2019-20
33672153330362,S,Summit View Independent Study,Riverside Unified,Riverside,152,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33672153330859,S,Martin Luther King Jr. High,Riverside Unified,Riverside,684,70,24,25,25,25,55,78.57,2019-20
33672153334406,S,John W. North High,Riverside Unified,Riverside,519,130,18,19,20,19,42,32.31,2019-20
33672153336237,S,Polytechnic High,Riverside Unified,Riverside,597,49,22,23,22,22,30,61.22,2019-20
33672153336492,S,Ramona High,Riverside Unified,Riverside,471,154,18,20,20,19,63,40.91,2019-20
33672493331006,S,Mountain Heights Academy,San Jacinto Unified,Riverside,51,0,N/A,N/A,N/A,N/A,N/A,N/A,2019-20
33672493337656,S,San Jacinto High,San Jacinto Unified,Riverside,589,14,*,*,*,*,*,*,2019-20
33672496114748,S,San Jacinto Valley Academy,San Jacinto Unified,Riverside,69,2,*,*,*,*,*,*,2019-20
33736760100255,S,Desert Mirage High,Coachella Valley Unified,Riverside,459,135,15,17,17,17,14,10.37,2019-20
33736760121673,S,NOVA Academy - Coachella,Coachella Valley Unified,Riverside,47,24,17,18,17,18,4,16.67,2019-20
33736763330354,S,West Shores High,Coachella Valley Unified,Riverside,73,14,*,*,*,*,*,*,2019-20
33736763330990,S,Coachella Valley High,Coachella Valley Unified,Riverside,653,115,17,18,18,18,26,22.61,2019-20
33751760107920,S,Lakeside High,Lake Elsinore Unified,Riverside,388,94,19,20,19,20,32,34.04,2019-20
33751760116343,S,Keith McCarthy Academy,Lake Elsinore Unified,Riverside,60,2,*,*,*,*,*,*,2019-20
33751763330487,S,Temescal Canyon High,Lake Elsinore Unified,Riverside,465,34,22,25,23,23,26,76.47,2019-20
