,district,score,education_spend_per_student,avg_household_income,african_american,am_indian_or_alaska_native,asian,filipino,hispanic_or_latino,pacific_islander,white,two_or_more_races,not_reported
516,Montebello Unified,34.43,13993,52592,0.003,0.002,0.02,0.004,0.953,0.001,0.011000000000000001,0.002,0.005
517,Montecito Union Elementary,222.05,30213,161360,0.005,0.011000000000000001,0.005,0.003,0.11800000000000001,0.0,0.725,0.094,0.04
518,Monterey Peninsula Unified,17.6,12472,72666,0.055,0.005,0.046,0.045,0.614,0.022000000000000002,0.183,0.027999999999999997,0.003
519,Montgomery Elementary,21.88,24273,42857,0.0,0.0,0.0,0.0,0.091,0.0,0.909,0.0,0.0
520,Moorpark Unified,19.36,10939,107703,0.006999999999999999,0.001,0.049,0.01,0.503,0.0,0.379,0.05,0.0
521,Moraga Elementary,74.9,12431,141366,0.011000000000000001,0.003,0.153,0.013999999999999999,0.08800000000000001,0.001,0.552,0.175,0.003
522,Moreland,43.69,12870,116056,0.03,0.004,0.33299999999999996,0.027000000000000003,0.298,0.005,0.21899999999999997,0.069,0.015
523,Moreno Valley Unified,18.89,14013,64003,0.13,0.002,0.013999999999999999,0.012,0.738,0.006999999999999999,0.063,0.03,0.005
524,Morgan Hill Unified,47.47,11628,125073,0.013999999999999999,0.005,0.08900000000000001,0.026000000000000002,0.505,0.003,0.28600000000000003,0.049,0.022000000000000002
525,Morongo Unified,54.3,13105,42323,0.085,0.01,0.017,0.02,0.35,0.012,0.5,0.0,0.006999999999999999
526,Mother Lode Union Elementary,28.4,11335,70359,0.006999999999999999,0.026000000000000002,0.003,0.002,0.327,0.001,0.605,0.028999999999999998,0.0
527,Mount Pleasant Elementary,50.8,15161,109861,0.017,0.002,0.139,0.003,0.757,0.013000000000000001,0.026000000000000002,0.027000000000000003,0.016
528,Mountain Elementary,26.84,12336,106250,0.0,0.0,0.015,0.015,0.113,0.0,0.789,0.068,0.0
529,Mountain Empire Unified,21.28,14510,59746,0.025,0.025,0.013000000000000001,0.005,0.494,0.002,0.368,0.059000000000000004,0.009000000000000001
530,Mountain House Elementary,138.99,30059,100625,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,0.0
531,Mountain Union Elementary,19.1,18863,39583,0.0,0.25,0.0,0.0,0.094,0.0,0.547,0.109,0.0
532,Mountain Valley Unified,29.45,18953,31467,0.0,0.023,0.237,0.0,0.094,0.0,0.552,0.094,0.0
535,Mountain View Whisman,94.97,16350,136619,0.013000000000000001,0.0,0.205,0.024,0.35600000000000004,0.004,0.267,0.126,0.004
536,Mountain View-Los Altos Union High,168.4,23203,156702,0.012,0.001,0.249,0.019,0.256,0.004,0.376,0.081,0.003
537,Mt. Baldy Joint Elementary,28.62,13872,57500,0.011000000000000001,0.011000000000000001,0.08,0.0,0.379,0.0,0.414,0.10300000000000001,0.0
538,Mt. Diablo Unified,23.19,13284,98809,0.031,0.001,0.078,0.044000000000000004,0.43,0.006,0.28300000000000003,0.079,0.049
539,Mt. Shasta Union Elementary,55.9,11849,47425,0.028999999999999998,0.0,0.013000000000000001,0.006,0.131,0.004,0.7829999999999999,0.033,0.0
540,Mulberry Elementary,0.54,13781,78750,0.038,0.0,0.0,0.0,0.654,0.0,0.282,0.013000000000000001,0.013000000000000001
541,Mupu Elementary,7.05,9669,94500,0.0,0.0,0.0,0.0,0.6920000000000001,0.0,0.289,0.019,0.0
542,Muroc Joint Unified,42.49,11889,57151,0.079,0.004,0.009000000000000001,0.017,0.312,0.01,0.431,0.131,0.006999999999999999
543,Murrieta Valley Unified,4.33,11338,94577,0.054000000000000006,0.003,0.040999999999999995,0.037000000000000005,0.39899999999999997,0.006,0.369,0.081,0.01
544,Napa Valley Unified,3.2,12313,88859,0.021,0.002,0.024,0.068,0.564,0.002,0.27399999999999997,0.043,0.001
545,National Elementary,37.64,14824,46062,0.011000000000000001,0.0,0.017,0.087,0.838,0.004,0.021,0.018000000000000002,0.004
546,Natomas Unified,9.3,12033,81010,0.163,0.005,0.17600000000000002,0.047,0.32,0.017,0.16,0.11,0.002
547,Needles Unified,62.79,13413,34498,0.027999999999999997,0.133,0.006999999999999999,0.002,0.324,0.003,0.45799999999999996,0.040999999999999995,0.003
548,Nevada City Elementary,31.83,11351,67733,0.006,0.006999999999999999,0.01,0.003,0.076,0.0,0.828,0.07,0.0
549,Nevada Joint Union High,11.64,15562,61621,0.009000000000000001,0.013999999999999999,0.011000000000000001,0.003,0.139,0.0,0.75,0.071,0.003
550,New Haven Unified,34.82,12269,112496,0.046,0.006,0.259,0.192,0.373,0.016,0.059000000000000004,0.05,0.0
551,New Hope Elementary,58.14,14000,35000,0.006,0.0,0.0,0.006,0.8809999999999999,0.0,0.085,0.023,0.0
552,New Jerusalem Elementary,36.39,12139,60417,0.10400000000000001,0.009000000000000001,0.065,0.028999999999999998,0.426,0.008,0.293,0.051,0.016
553,Newark Unified,44.09,12769,116856,0.028999999999999998,0.003,0.16699999999999998,0.09,0.521,0.018000000000000002,0.105,0.052000000000000005,0.016
554,Newcastle Elementary,1.04,13709,80278,0.01,0.004,0.163,0.048,0.125,0.001,0.563,0.063,0.021
555,Newhall,6.65,11279,96590,0.02,0.003,0.096,0.035,0.491,0.001,0.29600000000000004,0.055,0.003
556,Newman-Crows Landing Unified,24.47,13285,63512,0.016,0.002,0.006,0.008,0.7879999999999999,0.002,0.152,0.026000000000000002,0.0
557,Newport-Mesa Unified,39.11,15125,101383,0.008,0.001,0.048,0.008,0.46299999999999997,0.005,0.41200000000000003,0.05,0.005
558,Nicasio,162.87,25641,140417,0.0,0.0,0.028999999999999998,0.059000000000000004,0.529,0.0,0.324,0.059000000000000004,0.0
559,Norris Elementary,18.28,8683,118190,0.015,0.008,0.033,0.027999999999999997,0.337,0.001,0.529,0.045,0.005
560,North County Joint Union Elementary,11.51,10336,104904,0.003,0.0,0.004,0.0,0.62,0.0,0.299,0.006999999999999999,0.067
561,North Cow Creek Elementary,7.16,10364,90938,0.0,0.037000000000000005,0.025,0.0,0.066,0.0,0.77,0.098,0.004
562,North Monterey County Unified,3.83,13821,81786,0.002,0.002,0.003,0.006,0.8909999999999999,0.002,0.08900000000000001,0.004,0.002
563,Northern Humboldt Union High,39.33,14340,47230,0.009000000000000001,0.049,0.015,0.001,0.139,0.005,0.665,0.091,0.026000000000000002
564,Norwalk-La Mirada Unified,0.39,13962,77957,0.023,0.002,0.043,0.027999999999999997,0.797,0.004,0.071,0.019,0.012
565,Novato Unified,32.56,13101,106657,0.023,0.008,0.052000000000000005,0.01,0.402,0.003,0.431,0.07,0.001
566,Nuestro Elementary,26.64,8918,83750,0.026000000000000002,0.012,0.059000000000000004,0.01,0.193,0.006999999999999999,0.639,0.054000000000000006,0.0
